Fundo,posicoes
IP PARTICIPAÇŐES MASTER FUNDO DE INVESTIMENTO EM AÇŐES BDR NÍVEL I,"[{'Mes': '12/2022', 'Posicoes': [{'Ticker': 'ITSA4', '% Pl': '6,761', 'Quantidade': '4.202.271'}, {'Ticker': 'EQTL3', '% Pl': '4,473', 'Quantidade': '875.650'}, {'Ticker': 'RDOR3', '% Pl': '2,092', 'Quantidade': '374.144'}, {'Ticker': 'HAPV3', '% Pl': '1,429', 'Quantidade': '1.488.025'}, {'Ticker': 'MULT3', '% Pl': '0,574', 'Quantidade': '138.679'}]}, {'Mes': '11/2022', 'Posicoes': [{'Ticker': 'ITSA4', '% Pl': '5,488', 'Quantidade': '3.400.253'}, {'Ticker': 'HAPV3', '% Pl': '4,214', 'Quantidade': '4.458.900'}, {'Ticker': 'EQTL3', '% Pl': '3,79', 'Quantidade': '756.945'}, {'Ticker': 'RDOR3', '% Pl': '1,474', 'Quantidade': '261.075'}, {'Ticker': 'MULT3', '% Pl': '0,71', 'Quantidade': '170.372'}]}, {'Mes': '10/2022', 'Posicoes': [{'Ticker': 'HAPV3', '% Pl': '6,087', 'Quantidade': '4.368.563'}, {'Ticker': 'EQTL3', '% Pl': '5,76', 'Quantidade': '1.073.713'}, {'Ticker': 'ITSA4', '% Pl': '4,6', 'Quantidade': '2.397.658'}, {'Ticker': 'MULT3', '% Pl': '2,57', 'Quantidade': '545.749'}, {'Ticker': 'RDOR3', '% Pl': '1,512', 'Quantidade': '263.150'}]}, {'Mes': '09/2022', 'Posicoes': [{'Ticker': 'EQTL3', '% Pl': '7,918', 'Quantidade': '1.567.784'}, {'Ticker': 'ITSA4', '% Pl': '4,381', 'Quantidade': '2.397.892'}, {'Ticker': 'MULT3', '% Pl': '2,237', 'Quantidade': '493.002'}, {'Ticker': 'HAPV3', '% Pl': '2,029', 'Quantidade': '1.427.816'}, {'Ticker': 'RDOR3', '% Pl': '0,242', 'Quantidade': '43.293'}]}, {'Mes': '08/2022', 'Posicoes': [{'Ticker': 'EQTL3', '% Pl': '7,568', 'Quantidade': '1.748.713'}, {'Ticker': 'HAPV3', '% Pl': '6,225', 'Quantidade': '4.777.207'}, {'Ticker': 'ITSA4', '% Pl': '3,203', 'Quantidade': '1.955.518'}, {'Ticker': 'MULT3', '% Pl': '2,567', 'Quantidade': '595.186'}, {'Ticker': 'RDOR3', '% Pl': '1,093', 'Quantidade': '183.286'}]}, {'Mes': '07/2022', 'Posicoes': [{'Ticker': 'EQTL3', '% Pl': '7,407', 'Quantidade': '1.701.452'}, {'Ticker': 'HAPV3', '% Pl': '5,213', 'Quantidade': '4.822.807'}, {'Ticker': 'ITSA4', '% Pl': '2,023', 'Quantidade': '1.336.205'}, {'Ticker': 'MULT3', '% Pl': '1,884', 'Quantidade': '451.086'}, {'Ticker': 'RDOR3', '% Pl': '0,521', 'Quantidade': '91.604'}]}, {'Mes': '06/2022', 'Posicoes': [{'Ticker': 'EQTL3', '% Pl': '6,887', 'Quantidade': '1.585.958'}, {'Ticker': 'HAPV3', '% Pl': '5,016', 'Quantidade': '4.822.807'}, {'Ticker': 'MULT3', '% Pl': '2,475', 'Quantidade': '592.986'}, {'Ticker': 'ITSA4', '% Pl': '2,119', 'Quantidade': '1.336.205'}, {'Ticker': 'RDOR3', '% Pl': '1,075', 'Quantidade': '195.023'}]}, {'Mes': '05/2022', 'Posicoes': [{'Ticker': 'EQTL3', '% Pl': '6,605', 'Quantidade': '1.616.258'}, {'Ticker': 'HAPV3', '% Pl': '5,313', 'Quantidade': '4.600.857'}, {'Ticker': 'MULT3', '% Pl': '2', 'Quantidade': '483.069'}, {'Ticker': 'RDOR3', '% Pl': '0,639', 'Quantidade': '103.863'}]}, {'Mes': '04/2022', 'Posicoes': [{'Ticker': 'EQTL3', '% Pl': '8,324', 'Quantidade': '1.998.081'}, {'Ticker': 'HAPV3', '% Pl': '5,745', 'Quantidade': '4.032.127'}, {'Ticker': 'MULT3', '% Pl': '3,534', 'Quantidade': '882.389'}, {'Ticker': 'RDOR3', '% Pl': '1,02', 'Quantidade': '170.953'}]}, {'Mes': '03/2022', 'Posicoes': [{'Ticker': 'EQTL3', '% Pl': '7,397', 'Quantidade': '1.998.081'}, {'Ticker': 'HAPV3', '% Pl': '6,495', 'Quantidade': '4.032.127'}, {'Ticker': 'B3SA3', '% Pl': '2,317', 'Quantidade': '1.083.871'}, {'Ticker': 'MULT3', '% Pl': '1,329', 'Quantidade': '399.103'}, {'Ticker': 'RDOR3', '% Pl': '1,121', 'Quantidade': '165.094'}]}]"
